category,datetime,arrivals,departures,occupancy
ART,1996-01-16 02:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 03:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 04:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 05:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 06:00:00,3.000000,0.000000,0.750000
ART,1996-01-16 07:00:00,8.000000,0.000000,6.666667
ART,1996-01-16 08:00:00,6.000000,5.000000,13.016667
ART,1996-01-16 09:00:00,6.000000,10.000000,9.716667
ART,1996-01-16 10:00:00,2.000000,6.000000,5.300000
ART,1996-01-16 11:00:00,6.000000,2.000000,6.416667
ART,1996-01-16 12:00:00,3.000000,6.000000,5.183333
ART,1996-01-16 13:00:00,1.000000,5.000000,2.700000
ART,1996-01-16 14:00:00,0.000000,1.000000,0.750000
ART,1996-01-16 15:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 16:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 17:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 18:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 19:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 20:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 21:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 22:00:00,0.000000,0.000000,0.000000
ART,1996-01-16 23:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 00:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 01:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 02:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 03:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 04:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 05:00:00,2.000000,0.000000,0.416667
ART,1996-01-17 06:00:00,5.000000,0.000000,3.150000
ART,1996-01-17 07:00:00,5.000000,3.000000,8.866667
ART,1996-01-17 08:00:00,4.000000,6.000000,6.466667
ART,1996-01-17 09:00:00,3.000000,6.000000,5.483333
ART,1996-01-17 10:00:00,4.000000,3.000000,4.183333
ART,1996-01-17 11:00:00,2.000000,2.000000,4.750000
ART,1996-01-17 12:00:00,2.000000,4.000000,4.433333
ART,1996-01-17 13:00:00,2.000000,3.000000,1.916667
ART,1996-01-17 14:00:00,1.000000,2.000000,2.000000
ART,1996-01-17 15:00:00,0.000000,1.000000,0.500000
ART,1996-01-17 16:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 17:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 18:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 19:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 20:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 21:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 22:00:00,0.000000,0.000000,0.000000
ART,1996-01-17 23:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 00:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 01:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 02:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 03:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 04:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 05:00:00,2.000000,0.000000,0.333333
ART,1996-01-18 06:00:00,4.000000,0.000000,3.483333
ART,1996-01-18 07:00:00,2.000000,1.000000,7.133333
ART,1996-01-18 08:00:00,3.000000,7.000000,3.866667
ART,1996-01-18 09:00:00,6.000000,3.000000,4.666667
